***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 21 - Marco de 2025 (CPLEX)                             *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - OUTUBRO/25 - NOVEMBRO/25 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 11/10/2025                                                       
____________________________________________________________________

----------------------------------------------
Geracao e custos marginais por unidade termica                                  
----------------------------------------------
------------------------------------------------------
IPER:      Indice do periodo.                                                                                                                                                                           
USIT:      Numero de cadastro da usina termoeletrica                                                                                                                                                    
UNIDT:     Numero de cadastro da unidade termoeletrica                                                                                                                                                  
Nome Usit: Nome da usina termoeletrica                                                                                                                                                                  
NomeSist:  Nome do subsistema                                                                                                                                                                           
NumBarra:  Numero da barra da rede eletrica                                                                                                                                                             
GTER:      Geracao Termoeletrica                                                                                                                                                                        
ClinGter:  Custo linear de geracao da unidade termica                                                                                                                                                   
CMO:       Custo marginal de operacao                                                                                                                                                                   
CMB:       Custo marginal de operacao da barra                                                                                                                                                          
------------------------------------------------------

-----;-----;------;--------------;--------;--------;---------;---------;----------;------------;
IPER ;USIT ;UNIDT ;  Nome Usit   ;NomeSist;NumBarra;  GTER   ;ClinGter ;   CMO    ;    CMB     ;
  -  ;  -  ;  -   ;      -       ;   -    ;   -    ;  (MW)   ; ($/MWh) ; (R$/MWh) ;  (R$/MWh)  ;
-----;-----;------;--------------;--------;--------;---------;---------;----------;------------;
  45 ; 096 ; 001  ; TERMOPE      ; NE     ;  5151  ;     0.00;   858.48;   302.44 ;     292.96 ;
  45 ; 096 ; 002  ; TERMOPE      ; NE     ;  5151  ;     0.00;   858.48;   302.44 ;     292.96 ;
  45 ; 096 ; 003  ; TERMOPE      ; NE     ;  5151  ;     0.00;   858.48;   302.44 ;     292.96 ;
  45 ; 097 ; 001  ; CUBATAO      ; SE     ;  9100  ;     0.00;   384.92;   309.86 ;     326.38 ;
  45 ; 097 ; 002  ; CUBATAO      ; SE     ;  9101  ;     0.00;   384.92;   309.86 ;     326.38 ;
  45 ; 097 ; 003  ; CUBATAO      ; SE     ;  9100  ;     0.00;   384.92;   309.86 ;     326.38 ;
  45 ; 098 ; 001  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   831.38;   302.44 ;     292.15 ;
  45 ; 098 ; 002  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   831.38;   302.44 ;     292.15 ;
  45 ; 098 ; 003  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   831.38;   302.44 ;     292.15 ;
  45 ; 098 ; 004  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   831.38;   302.44 ;     292.15 ;
  45 ; 106 ; 001  ; ERB CANDEIAS ; NE     ;  6611  ;     7.50;   113.61;   302.44 ;     298.97 ;
  45 ; 107 ; 001  ; PAMPA SUL    ; S      ;   998  ;   345.00;   101.20;   279.24 ;     276.95 ;
  45 ; 108 ; 001  ; XAVANTES     ; SE     ;  2979  ;     0.00;     0.00;   309.86 ;     305.29 ;
  45 ; 108 ; 002  ; XAVANTES     ; SE     ;  2979  ;     0.00;     0.00;   309.86 ;     305.29 ;
  45 ; 110 ; 001  ; N.PIRATININ  ; SE     ;   405  ;     0.00;  1409.64;   309.86 ;     336.16 ;
  45 ; 110 ; 002  ; N.PIRATININ  ; SE     ;   405  ;     0.00;  1409.64;   309.86 ;     336.16 ;
  45 ; 110 ; 003  ; N.PIRATININ  ; SE     ;   405  ;     0.00;  1409.64;   309.86 ;     336.16 ;
  45 ; 110 ; 004  ; N.PIRATININ  ; SE     ;   405  ;     0.00;  1409.64;   309.86 ;     336.16 ;
  45 ; 116 ; 001  ; PARNAIBA IV  ; N      ;  5642  ;     0.00;   845.17;   314.85 ;     315.78 ;
  45 ; 137 ; 001  ; GNA I        ; SE     ;    53  ;     0.00;   370.67;   309.86 ;     304.82 ;
  45 ; 140 ; 001  ; MAUA 3       ; N      ;  8535  ;   545.00;   100.84;   314.85 ;     310.15 ;
  45 ; 140 ; 002  ; MAUA 3       ; N      ;  8535  ;     0.00;   100.84;   314.85 ;     310.15 ;
  45 ; 140 ; 003  ; MAUA 3       ; N      ;  8535  ;     0.00;   100.84;   314.85 ;     310.15 ;
  45 ; 144 ; 001  ; PETROLINA    ; NE     ;  6314  ;     0.00;     0.00;   302.44 ;     303.80 ;
  45 ; 144 ; 002  ; PETROLINA    ; NE     ;  6314  ;     0.00;     0.00;   302.44 ;     303.80 ;
  45 ; 144 ; 003  ; PETROLINA    ; NE     ;  6314  ;     0.00;     0.00;   302.44 ;     303.80 ;
  45 ; 144 ; 004  ; PETROLINA    ; NE     ;  6314  ;     0.00;     0.00;   302.44 ;     303.80 ;
  45 ; 144 ; 005  ; PETROLINA    ; NE     ;  6314  ;     0.00;     0.00;   302.44 ;     303.80 ;
  45 ; 144 ; 006  ; PETROLINA    ; NE     ;  6314  ;     0.00;     0.00;   302.44 ;     303.80 ;
  45 ; 144 ; 007  ; PETROLINA    ; NE     ;  6314  ;     0.00;     0.00;   302.44 ;     303.80 ;
  45 ; 144 ; 008  ; PETROLINA    ; NE     ;  6314  ;     0.00;     0.00;   302.44 ;     303.80 ;
  45 ; 146 ; 001  ; STA VITORIA  ; SE     ; 45332  ;    36.00;   157.20;   309.86 ;     305.07 ;
  45 ; 147 ; 001  ; PROSPERID. 1 ; NE     ;  6104  ;     0.00;   214.28;   302.44 ;     298.96 ;
  45 ; 147 ; 002  ; PROSPERID. 1 ; NE     ;  6104  ;     9.34;   214.28;   302.44 ;     298.96 ;
  45 ; 147 ; 003  ; PROSPERID. 1 ; NE     ;  6104  ;     9.34;   214.28;   302.44 ;     298.96 ;
  45 ; 149 ; 001  ; SAO SEPE     ; S      ; 10314  ;     8.00;   113.53;   279.24 ;     277.02 ;
  45 ; 151 ; 001  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  1963.91;   302.44 ;     285.27 ;
  45 ; 151 ; 002  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  1963.91;   302.44 ;     285.27 ;
  45 ; 151 ; 003  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  1963.91;   302.44 ;     285.27 ;
  45 ; 151 ; 004  ; POTIGUAR     ; NE     ;  5240  ;     0.00;  1963.91;   302.44 ;     285.27 ;
  45 ; 152 ; 001  ; TERMOCABO    ; NE     ;  5134  ;     0.00;  1393.68;   302.44 ;     292.89 ;
  45 ; 152 ; 002  ; TERMOCABO    ; NE     ;  5134  ;     0.00;  1393.68;   302.44 ;     292.89 ;
  45 ; 152 ; 003  ; TERMOCABO    ; NE     ;  5134  ;     0.00;  1393.68;   302.44 ;     292.89 ;
  45 ; 153 ; 001  ; DAIA         ; SE     ;  3004  ;     0.00;     0.00;   309.86 ;     305.40 ;
  45 ; 153 ; 002  ; DAIA         ; SE     ;  3004  ;     0.00;     0.00;   309.86 ;     305.40 ;
  45 ; 156 ; 001  ; CANDIOTA 3   ; S      ;  1173  ;   325.00;   519.98;   279.24 ;     276.95 ;
  45 ; 161 ; 001  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  1963.91;   302.44 ;     285.27 ;
  45 ; 161 ; 002  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  1963.91;   302.44 ;     285.27 ;
  45 ; 161 ; 003  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  1963.91;   302.44 ;     285.27 ;
  45 ; 161 ; 004  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  1963.91;   302.44 ;     285.27 ;
  45 ; 161 ; 005  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  1963.91;   302.44 ;     285.27 ;
  45 ; 161 ; 006  ; POTIGUAR III ; NE     ;  5242  ;     0.00;  1963.91;   302.44 ;     285.27 ;
  45 ; 162 ; 001  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 002  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 003  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 004  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 005  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 006  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 007  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 008  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 009  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 010  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 011  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 162 ; 012  ; PECEM II     ; NE     ; 46603  ;     0.00;  2517.79;   302.44 ;     292.15 ;
  45 ; 163 ; 001  ; P. PECEM II  ; NE     ;  5659  ;     0.00;   295.22;   302.44 ;     334.61 ;
  45 ; 167 ; 001  ; P. PECEM I   ; NE     ;  5658  ;     0.00;   284.43;   302.44 ;     334.61 ;
  45 ; 167 ; 002  ; P. PECEM I   ; NE     ;  5658  ;     0.00;   284.43;   302.44 ;     334.61 ;
  45 ; 170 ; 001  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 002  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 003  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 004  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 005  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 006  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 007  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 008  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 009  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 010  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 011  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 012  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 013  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 014  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 015  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 016  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 170 ; 017  ; SUAPE II     ; NE     ;  6021  ;     0.00;   984.08;   302.44 ;     292.96 ;
  45 ; 176 ; 001  ; PORTO ITAQUI ; N      ;  5609  ;     0.00;   287.51;   314.85 ;     319.24 ;
  45 ; 182 ; 001  ; PALMEIRAS GO ; SE     ;  3740  ;     0.00;  1439.45;   309.86 ;     305.21 ;
  45 ; 182 ; 002  ; PALMEIRAS GO ; SE     ;  3740  ;     0.00;  1439.45;   309.86 ;     305.21 ;
  45 ; 194 ; 001  ; T.NORTE 2    ; SE     ;  6913  ;     0.00;     0.00;   309.86 ;     304.61 ;
  45 ; 194 ; 002  ; T.NORTE 2    ; SE     ;  6913  ;     0.00;     0.00;   309.86 ;     304.61 ;
  45 ; 194 ; 003  ; T.NORTE 2    ; SE     ;  6912  ;     0.00;     0.00;   309.86 ;     304.61 ;
  45 ; 194 ; 004  ; T.NORTE 2    ; SE     ;  6912  ;     0.00;     0.00;   309.86 ;     304.61 ;
  45 ; 194 ; 005  ; T.NORTE 2    ; SE     ;  6912  ;     0.00;     0.00;   309.86 ;     304.61 ;
  45 ; 194 ; 006  ; T.NORTE 2    ; SE     ;  6912  ;     0.00;     0.00;   309.86 ;     304.61 ;
  45 ; 194 ; 007  ; T.NORTE 2    ; SE     ;  6912  ;     0.00;     0.00;   309.86 ;     304.61 ;
  45 ; 201 ; 001  ; APARECIDA    ; N      ;  8653  ;    43.00;   100.84;   314.85 ;     310.15 ;
  45 ; 201 ; 002  ; APARECIDA    ; N      ;  8653  ;    43.00;   100.84;   314.85 ;     310.15 ;
  45 ; 201 ; 003  ; APARECIDA    ; N      ;  8646  ;    25.00;   100.84;   314.85 ;     310.15 ;
  45 ; 201 ; 004  ; APARECIDA    ; N      ;  8646  ;     0.00;   100.84;   314.85 ;     310.15 ;
  45 ; 203 ; 001  ; PORAQUE      ; N      ;  8611  ;    17.08;   100.84;   314.85 ;     310.15 ;
  45 ; 203 ; 002  ; PORAQUE      ; N      ;  8611  ;    17.08;   100.84;   314.85 ;     310.15 ;
  45 ; 203 ; 003  ; PORAQUE      ; N      ;  8611  ;     0.00;   100.84;   314.85 ;     310.15 ;
  45 ; 203 ; 004  ; PORAQUE      ; N      ;  8611  ;    17.08;   100.84;   314.85 ;     310.15 ;
  45 ; 203 ; 005  ; PORAQUE      ; N      ;  8611  ;     0.00;   100.84;   314.85 ;     310.15 ;
  45 ; 204 ; 006  ; JARAQUI      ; N      ;  8612  ;    36.08;   100.84;   314.85 ;     310.15 ;
  45 ; 204 ; 007  ; JARAQUI      ; N      ;  8616  ;    26.92;   100.84;   314.85 ;     310.15 ;
  45 ; 205 ; 001  ; PIRARUCU     ; N      ;  8609  ;    18.35;   100.84;   314.85 ;     310.15 ;
  45 ; 205 ; 002  ; PIRARUCU     ; N      ;  8609  ;    11.95;   100.84;   314.85 ;     310.15 ;
  45 ; 205 ; 003  ; PIRARUCU     ; N      ;  8609  ;    18.35;   100.84;   314.85 ;     310.15 ;
  45 ; 205 ; 004  ; PIRARUCU     ; N      ;  8609  ;    18.35;   100.84;   314.85 ;     310.15 ;
  45 ; 207 ; 001  ; TUCUNARE     ; N      ;  8610  ;    16.00;   100.84;   314.85 ;     310.15 ;
  45 ; 207 ; 002  ; TUCUNARE     ; N      ;  8610  ;    16.00;   100.84;   314.85 ;     310.15 ;
  45 ; 207 ; 003  ; TUCUNARE     ; N      ;  8610  ;    17.00;   100.84;   314.85 ;     310.15 ;
  45 ; 207 ; 004  ; TUCUNARE     ; N      ;  8610  ;    16.00;   100.84;   314.85 ;     310.15 ;
  45 ; 209 ; 005  ; TAMBAQUI     ; N      ;  8617  ;    17.56;   100.84;   314.85 ;     310.15 ;
  45 ; 209 ; 006  ; TAMBAQUI     ; N      ;  8615  ;    15.00;   100.84;   314.85 ;     310.15 ;
  45 ; 209 ; 007  ; TAMBAQUI     ; N      ;  8617  ;    30.44;   100.84;   314.85 ;     310.15 ;
  45 ; 211 ; 001  ; BAIXADA FLU  ; SE     ;  9627  ;     0.00;   192.44;   309.86 ;     305.53 ;
  45 ; 211 ; 002  ; BAIXADA FLU  ; SE     ;  9627  ;     0.00;   192.44;   309.86 ;     305.53 ;
  45 ; 211 ; 003  ; BAIXADA FLU  ; SE     ;  9627  ;     0.00;   192.44;   309.86 ;     305.53 ;
  45 ; 212 ; 001  ; MARANHAO III ; N      ;  5646  ;   518.80;   110.91;   314.85 ;     315.78 ;
  45 ; 223 ; 001  ; PROSPERID. 3 ; NE     ; 45528  ;     9.33;   218.33;   302.44 ;     298.96 ;
  45 ; 223 ; 002  ; PROSPERID. 3 ; NE     ; 45528  ;     9.33;   218.33;   302.44 ;     298.96 ;
  45 ; 223 ; 003  ; PROSPERID. 3 ; NE     ; 45528  ;     9.33;   218.33;   302.44 ;     298.96 ;
  45 ; 223 ; 004  ; PROSPERID. 3 ; NE     ; 45528  ;     9.33;   218.33;   302.44 ;     298.96 ;
  45 ; 223 ; 005  ; PROSPERID. 3 ; NE     ; 45528  ;     9.33;   218.33;   302.44 ;     298.96 ;
  45 ; 223 ; 006  ; PROSPERID. 3 ; NE     ; 45528  ;     8.34;   218.33;   302.44 ;     298.96 ;
  45 ; 224 ; 001  ; P. SERGIPE I ; NE     ;  5700  ;  1593.20;   315.46;   302.44 ;     297.21 ;
  45 ; 224 ; 002  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   315.46;   302.44 ;     297.21 ;
  45 ; 224 ; 003  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   315.46;   302.44 ;     297.21 ;
  45 ; 224 ; 004  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   315.46;   302.44 ;     297.21 ;
  45 ; 224 ; 005  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   315.46;   302.44 ;     297.21 ;
  45 ; 224 ; 006  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   315.46;   302.44 ;     297.21 ;
  45 ; 224 ; 007  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   315.46;   302.44 ;     297.21 ;
  45 ; 229 ; 001  ; ONCA PINTADA ; SE     ;  7646  ;    50.00;   145.52;   309.86 ;     305.22 ;
  45 ; 235 ; 001  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 002  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 003  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 004  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 005  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 006  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 007  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 008  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 009  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 010  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 011  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 235 ; 012  ; C. MURICY 2  ; NE     ; 46601  ;     0.00;  2491.74;   302.44 ;     292.15 ;
  45 ; 236 ; 001  ; MARLIM AZUL  ; SE     ; 44329  ;   565.00;   136.90;   309.86 ;     303.99 ;
  45 ; 238 ; 001  ; GNA II       ; SE     ; 44327  ;  1672.60;   501.11;   309.86 ;     303.99 ;
  45 ; 239 ; 001  ; PARNAIBA V   ; N      ;  5642  ;   239.00;   221.18;   314.85 ;     315.78 ;
  45 ; 241 ; 001  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   297.75;   302.44 ;     298.96 ;
  45 ; 241 ; 002  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   297.75;   302.44 ;     298.96 ;
  45 ; 241 ; 003  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   297.75;   302.44 ;     298.96 ;
  45 ; 241 ; 004  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   297.75;   302.44 ;     298.96 ;
  45 ; 245 ; 001  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 002  ; KARKEY 013   ; SE     ; 45065  ;    31.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 003  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 004  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 005  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 006  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 007  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 008  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 009  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 010  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 011  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 012  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 245 ; 013  ; KARKEY 013   ; SE     ; 45065  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 246 ; 001  ; KARKEY 019   ; SE     ; 45067  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 246 ; 002  ; KARKEY 019   ; SE     ; 45067  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 246 ; 003  ; KARKEY 019   ; SE     ; 45067  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 246 ; 004  ; KARKEY 019   ; SE     ; 45067  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 246 ; 005  ; KARKEY 019   ; SE     ; 45067  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 246 ; 006  ; KARKEY 019   ; SE     ; 45067  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 246 ; 007  ; KARKEY 019   ; SE     ; 45067  ;     0.00;   786.45;   309.86 ;     305.52 ;
  45 ; 247 ; 001  ; LINHARES PCS ; SE     ;  9026  ;     0.00;  1135.90;   309.86 ;     304.27 ;
  45 ; 248 ; 001  ; PAULINIA     ; SE     ; 44865  ;    15.00;  1119.54;   309.86 ;     308.71 ;
  45 ; 249 ; 001  ; PORSUD I     ; SE     ; 45069  ;     0.00;   923.96;   309.86 ;     305.52 ;
  45 ; 249 ; 002  ; PORSUD I     ; SE     ; 45069  ;     0.00;   923.96;   309.86 ;     305.52 ;
  45 ; 249 ; 003  ; PORSUD I     ; SE     ; 45069  ;     0.00;   923.96;   309.86 ;     305.52 ;
  45 ; 249 ; 004  ; PORSUD I     ; SE     ; 45069  ;     0.00;   923.96;   309.86 ;     305.52 ;
  45 ; 249 ; 005  ; PORSUD I     ; SE     ; 45069  ;     0.00;   923.96;   309.86 ;     305.52 ;
  45 ; 249 ; 006  ; PORSUD I     ; SE     ; 45069  ;     0.00;   923.96;   309.86 ;     305.52 ;
  45 ; 250 ; 001  ; PORSUD II    ; SE     ; 45072  ;     0.00;   924.36;   309.86 ;     305.52 ;
  45 ; 250 ; 002  ; PORSUD II    ; SE     ; 45072  ;     0.00;   924.36;   309.86 ;     305.52 ;
  45 ; 250 ; 003  ; PORSUD II    ; SE     ; 45072  ;     0.00;   924.36;   309.86 ;     305.52 ;
  45 ; 250 ; 004  ; PORSUD II    ; SE     ; 45072  ;     0.00;   924.36;   309.86 ;     305.52 ;
  45 ; 250 ; 005  ; PORSUD II    ; SE     ; 45072  ;     0.00;   924.36;   309.86 ;     305.52 ;
  45 ; 251 ; 001  ; POVOACAO 1   ; SE     ; 45985  ;     0.00;  1135.90;   309.86 ;     304.27 ;
  45 ; 251 ; 002  ; POVOACAO 1   ; SE     ; 45985  ;     0.00;  1135.90;   309.86 ;     304.27 ;
  45 ; 253 ; 001  ; VIANA 1      ; SE     ; 45981  ;     0.00;  1135.90;   309.86 ;     304.32 ;
  45 ; 253 ; 002  ; VIANA 1      ; SE     ; 45982  ;     0.00;  1135.90;   309.86 ;     304.32 ;
  45 ; 253 ; 003  ; VIANA 1      ; SE     ; 45983  ;     0.00;  1135.90;   309.86 ;     304.32 ;
  45 ; 253 ; 004  ; VIANA 1      ; SE     ; 45984  ;     0.00;  1135.90;   309.86 ;     304.32 ;
  45 ; 254 ; 001  ; B. BONITA I  ; S      ; 10624  ;     0.00;   778.35;   279.24 ;     290.10 ;
  45 ; 322 ; 001  ; BBF BALIZA   ; N      ;  8870  ;     5.00;   876.44;   314.85 ;     555.69 ;
  45 ; 322 ; 002  ; BBF BALIZA   ; N      ;  8870  ;     0.00;   876.44;   314.85 ;     555.69 ;
  45 ; 323 ; 001  ; BONFIM       ; N      ;  8865  ;    10.00;   555.69;   314.85 ;     555.69 ;
  45 ; 324 ; 001  ; CANTA        ; N      ;  8866  ;    10.00;   555.69;   314.85 ;     555.69 ;
  45 ; 326 ; 001  ; JAGUATIRICA  ; N      ;  8874  ;     0.00;   276.32;   314.85 ;     555.69 ;
  45 ; 326 ; 002  ; JAGUATIRICA  ; N      ;  8874  ;     0.00;   276.32;   314.85 ;     555.69 ;
  45 ; 326 ; 003  ; JAGUATIRICA  ; N      ;  8875  ;    69.50;   276.32;   314.85 ;     555.69 ;
  45 ; 327 ; 001  ; M.C. SUCUBA  ; N      ;  8867  ;     0.00;  1712.90;   314.85 ;     555.69 ;
  45 ; 327 ; 002  ; M.C. SUCUBA  ; N      ;  8868  ;     0.00;  1712.90;   314.85 ;     555.69 ;
  45 ; 328 ; 001  ; PALMAPLAN    ; N      ;  8869  ;     0.00;  1760.58;   314.85 ;     555.69 ;
  45 ; 328 ; 002  ; PALMAPLAN    ; N      ;  8869  ;     0.00;  1760.58;   314.85 ;     555.69 ;
  45 ; 329 ; 001  ; PAU RAINHA   ; N      ;  8872  ;     6.41;   555.69;   314.85 ;     555.69 ;
  45 ; 330 ; 001  ; SANTA LUZ    ; N      ;  8873  ;    10.00;   555.69;   314.85 ;     555.69 ;
  45 ; 334 ; 001  ; W ARJONA     ; SE     ;   927  ;     0.00;   942.32;   309.86 ;     302.97 ;
  45 ; 334 ; 002  ; W ARJONA     ; SE     ;   928  ;     0.00;   942.32;   309.86 ;     302.97 ;
  45 ; 334 ; 003  ; W ARJONA     ; SE     ;   929  ;     0.00;   942.32;   309.86 ;     302.97 ;
  45 ; 334 ; 004  ; W ARJONA     ; SE     ;   923  ;     0.00;   942.32;   309.86 ;     302.97 ;
  45 ; 334 ; 005  ; W ARJONA     ; SE     ;   924  ;     0.00;   942.32;   309.86 ;     302.97 ;
  45 ; 383 ; 001  ; ATLANTICO    ; SE     ;  9600  ;     0.00;     0.00;   309.86 ;     305.53 ;
  45 ; 383 ; 002  ; ATLANTICO    ; SE     ;  9615  ;     0.00;     0.00;   309.86 ;     305.53 ;
  45 ; 383 ; 003  ; ATLANTICO    ; SE     ;  9603  ;     0.00;     0.00;   309.86 ;     305.53 ;
  45 ; 383 ; 004  ; ATLANTICO    ; SE     ;  9600  ;     0.00;     0.00;   309.86 ;     305.53 ;
  45 ; 383 ; 005  ; ATLANTICO    ; SE     ;  9600  ;     0.00;     0.00;   309.86 ;     305.53 ;
